Player_match_SK,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposit_Team,Season_year,is_manofThematch,Age_As_on_match,IsPlayers_Team_won,Batting_Status,Bowling_Status,Player_Captain,Opposit_captain,Player_keeper,Opposit_keeper
17110,501229,93,B Chipli,1983-01-27,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Mumbai Indians,2011,0,28,0,,,KC Sangakkara,SR Tendulkar,KC Sangakkara,DJ Jacobs
17111,501229,94,DW Steyn,1983-06-27,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Mumbai Indians,2011,0,28,0,,,KC Sangakkara,SR Tendulkar,KC Sangakkara,DJ Jacobs
17112,501229,112,DB Ravi Teja,1987-09-05,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Mumbai Indians,2011,0,24,0,,,KC Sangakkara,SR Tendulkar,KC Sangakkara,DJ Jacobs
17113,501229,131,PP Ojha,1986-09-05,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Mumbai Indians,2011,0,25,0,,,KC Sangakkara,SR Tendulkar,KC Sangakkara,DJ Jacobs
17114,501229,136,A Mishra,1982-11-24,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Mumbai Indians,2011,0,29,0,,,KC Sangakkara,SR Tendulkar,KC Sangakkara,DJ Jacobs
17115,501229,258,DT Christian,1983-05-04,Right-hand bat,Right-arm fast-medium,Australia,Player,Deccan Chargers,Mumbai Indians,2011,0,28,0,,,KC Sangakkara,SR Tendulkar,KC Sangakkara,DJ Jacobs
17116,501230,6,R Dravid,1973-01-11,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,38,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17117,501230,32,SR Watson,1981-06-17,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,30,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17118,501230,38,SK Warne,1969-09-13,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Kochi Tuskers Kerala,2011,1,42,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17119,501230,39,SK Trivedi,1982-09-04,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,29,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17120,501230,52,LRPL Taylor,1984-03-08,Right-hand bat,Right-arm offbreak,New Zealand,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,27,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17121,501230,85,AM Rahane,1988-06-06,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,23,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17122,501230,192,J Botha,1982-05-02,Right-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,29,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17123,501230,196,A Singh,1981-06-21,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,30,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17124,501230,255,STR Binny,1984-06-03,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,27,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17125,501230,266,AL Menaria,1990-10-29,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,21,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17126,501230,277,DH Yagnik,1983-06-22,Left-hand bat,NULL,India,Keeper,Rajasthan Royals,Kochi Tuskers Kerala,2011,0,28,1,,,SK Warne,DPMD Jayawardene,DH Yagnik,PA Patel
17127,501230,17,PA Patel,1985-03-09,Left-hand bat,NULL,India,Keeper,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,26,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17128,501230,35,RA Jadeja,1988-12-06,Left-hand bat,Slow left-arm orthodox,India,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,23,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17129,501230,55,VVS Laxman,1974-11-01,Right-hand bat,Right-arm offbreak,India,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,37,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17130,501230,61,RP Singh,1985-12-06,Right-hand bat,Left-arm fast-medium,India,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,26,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17131,501230,64,DPMD Jayawardene,1977-05-27,Right-hand bat,Right-arm medium,Sri Lanka,Captain,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,34,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17132,501230,81,R Vinay Kumar,1984-02-12,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,27,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17133,501230,104,BJ Hodge,1974-12-29,Right-hand bat,Right-arm offbreak,Australia,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,37,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17134,501230,121,M Muralitharan,1972-04-17,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,39,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17135,501230,237,KM Jadhav,1985-03-26,Right-hand bat,Right-arm offbreak,India,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,26,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17136,501230,259,RV Gomez,1985-10-16,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,26,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17137,501230,280,NLTC Perera,1989-04-03,Left-hand bat,Right-arm medium-fast,Sri Lanka,Player,Kochi Tuskers Kerala,Rajasthan Royals,2011,0,22,0,,,DPMD Jayawardene,SK Warne,PA Patel,DH Yagnik
17138,501231,19,MEK Hussey,1975-05-27,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Pune Warriors,2011,1,36,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17139,501231,20,MS Dhoni,1981-07-07,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Pune Warriors,2011,0,30,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17140,501231,21,SK Raina,1986-11-27,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,0,25,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17141,501231,23,S Badrinath,1980-08-30,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,0,31,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17142,501231,109,JA Morkel,1981-06-10,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Pune Warriors,2011,0,30,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17143,501231,125,S Anirudha,1987-04-14,Right-hand bat,NULL,India,Player,Chennai Super Kings,Pune Warriors,2011,0,24,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17144,501231,185,M Vijay,1984-04-01,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,0,27,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17145,501231,186,SB Jakati,1980-11-27,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Pune Warriors,2011,0,31,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17146,501231,201,R Ashwin,1986-09-17,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,0,25,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17147,501231,248,DE Bollinger,1981-07-24,Left-hand bat,Left-arm fast-medium,Australia,Player,Chennai Super Kings,Pune Warriors,2011,0,30,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17148,501231,278,S Randiv,1985-01-30,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Chennai Super Kings,Pune Warriors,2011,0,26,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17149,501231,27,Yuvraj Singh,1981-12-12,Left-hand bat,Slow left-arm orthodox,India,Captain,Pune Warriors,Chennai Super Kings,2011,0,30,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17150,501231,46,RV Uthappa,1985-11-11,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Chennai Super Kings,2011,0,26,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17151,501231,83,M Kartik,1976-09-11,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Chennai Super Kings,2011,0,35,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17152,501231,96,MK Pandey,1989-09-10,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Chennai Super Kings,2011,0,22,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17153,501231,157,JD Ryder,1984-08-06,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,0,27,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17154,501231,171,M Manhas,1979-10-12,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,0,32,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17155,501231,231,MD Mishra,1984-02-09,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,0,27,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17156,501231,235,R Sharma,1987-04-30,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,0,24,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17157,501231,274,AC Thomas,1977-02-09,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Chennai Super Kings,2011,0,34,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17158,501231,281,NL McCullum,1980-09-01,Right-hand bat,Right-arm offbreak,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,0,31,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17159,501231,282,JE Taylor,1984-06-22,Right-hand bat,Right-arm fast,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,0,27,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17160,501232,8,V Kohli,1988-11-05,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,1,23,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17161,501232,15,Z Khan,1978-10-07,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,0,33,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17162,501232,79,SS Tiwary,1989-12-30,Left-hand bat,NULL,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,0,22,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17163,501232,110,AB de Villiers,1984-02-17,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Delhi Daredevils,2011,0,27,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17164,501232,135,TM Dilshan,1976-10-14,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,0,35,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17165,501232,162,CH Gayle,1979-09-21,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,0,32,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17166,501232,175,DL Vettori,1979-01-27,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Delhi Daredevils,2011,0,32,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17167,501232,203,CA Pujara,1988-01-25,Right-hand bat,Legbreak,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,0,23,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17168,501232,244,A Mithun,1989-10-25,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,0,22,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17169,501232,270,S Aravind,1984-04-08,Left-hand bat,Left-arm medium-fast,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,0,27,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17170,501232,283,J Syed Mohammad,1983-06-03,Left-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,0,28,1,,,DL Vettori,V Sehwag,AB de Villiers,NV Ojha
17171,501232,25,JR Hopes,1978-10-24,Right-hand bat,Right-arm medium,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,33,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17172,501232,29,IK Pathan,1984-10-27,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,27,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17173,501232,41,V Sehwag,1978-10-20,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Royal Challengers Bangalore,2011,0,33,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17174,501232,54,Y Venugopal Rao,1982-02-26,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,29,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17175,501232,106,AB Dinda,1984-03-25,Right-hand bat,Right-arm medium-fast,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,27,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17176,501232,183,NV Ojha,1983-07-20,Right-hand bat,NULL,India,Keeper,Delhi Daredevils,Royal Challengers Bangalore,2011,0,28,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17177,501232,187,DA Warner,1986-10-27,Left-hand bat,Legbreak,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,25,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17178,501232,190,M Morkel,1984-10-06,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,27,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17179,501232,199,Y Nagar,1990-01-06,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,21,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17180,501232,232,UT Yadav,1987-10-25,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,24,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17181,501232,271,MS Wade,1987-12-26,Left-hand bat,Right-arm medium,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,0,24,0,,,V Sehwag,DL Vettori,NV Ojha,AB de Villiers
17182,501233,19,MEK Hussey,1975-05-27,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Pune Warriors,2011,0,36,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17183,501233,20,MS Dhoni,1981-07-07,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Pune Warriors,2011,0,30,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17184,501233,21,SK Raina,1986-11-27,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,0,25,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17185,501233,23,S Badrinath,1980-08-30,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,0,31,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17186,501233,125,S Anirudha,1987-04-14,Right-hand bat,NULL,India,Player,Chennai Super Kings,Pune Warriors,2011,0,24,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17187,501233,185,M Vijay,1984-04-01,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,0,27,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17188,501233,186,SB Jakati,1980-11-27,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Pune Warriors,2011,0,31,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17189,501233,201,R Ashwin,1986-09-17,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,0,25,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17190,501233,248,DE Bollinger,1981-07-24,Left-hand bat,Left-arm fast-medium,Australia,Player,Chennai Super Kings,Pune Warriors,2011,1,30,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17191,501233,324,KMDN Kulasekara,1982-07-22,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Chennai Super Kings,Pune Warriors,2011,0,29,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17192,501233,377,TG Southee,1988-12-11,Right-hand bat,Right-arm medium-fast,New Zealand,Player,Chennai Super Kings,Pune Warriors,2011,0,23,1,,,MS Dhoni,Yuvraj Singh,MS Dhoni,RV Uthappa
17193,501233,27,Yuvraj Singh,1981-12-12,Left-hand bat,Slow left-arm orthodox,India,Captain,Pune Warriors,Chennai Super Kings,2011,0,30,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17194,501233,46,RV Uthappa,1985-11-11,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Chennai Super Kings,2011,0,26,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17195,501233,83,M Kartik,1976-09-11,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Chennai Super Kings,2011,0,35,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17196,501233,96,MK Pandey,1989-09-10,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Chennai Super Kings,2011,0,22,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17197,501233,157,JD Ryder,1984-08-06,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,0,27,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17198,501233,171,M Manhas,1979-10-12,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,0,32,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17199,501233,231,MD Mishra,1984-02-09,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,0,27,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17200,501233,235,R Sharma,1987-04-30,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,0,24,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17201,501233,253,MR Marsh,1991-10-20,Right-hand bat,Right-arm medium,Australia,Player,Pune Warriors,Chennai Super Kings,2011,0,20,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17202,501233,274,AC Thomas,1977-02-09,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Chennai Super Kings,2011,0,34,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17203,501233,282,JE Taylor,1984-06-22,Right-hand bat,Right-arm fast,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,0,27,0,,,Yuvraj Singh,MS Dhoni,RV Uthappa,MS Dhoni
17204,501234,10,CL White,1983-08-18,Right-hand bat,Legbreak googly,Australia,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,28,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17205,501234,26,KC Sangakkara,1977-10-27,Left-hand bat,Right-arm offbreak,Sri Lanka,CaptainKeeper,Deccan Chargers,Kochi Tuskers Kerala,2011,0,34,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17206,501234,42,S Dhawan,1985-12-05,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,26,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17207,501234,65,S Sohal,1987-11-10,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,24,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17208,501234,84,I Sharma,1988-09-02,Right-hand bat,Right-arm fast-medium,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,1,23,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17209,501234,93,B Chipli,1983-01-27,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,28,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17210,501234,94,DW Steyn,1983-06-27,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,28,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17211,501234,112,DB Ravi Teja,1987-09-05,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,24,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17212,501234,120,MS Gony,1984-01-04,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,27,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17213,501234,136,A Mishra,1982-11-24,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,29,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17214,501234,258,DT Christian,1983-05-04,Right-hand bat,Right-arm fast-medium,Australia,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,0,28,1,,,KC Sangakkara,DPMD Jayawardene,KC Sangakkara,PA Patel
17215,501234,2,BB McCullum,1981-09-27,Right-hand bat,Right-arm medium,New Zealand,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,30,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17216,501234,17,PA Patel,1985-03-09,Left-hand bat,NULL,India,Keeper,Kochi Tuskers Kerala,Deccan Chargers,2011,0,26,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17217,501234,35,RA Jadeja,1988-12-06,Left-hand bat,Slow left-arm orthodox,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,23,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17218,501234,61,RP Singh,1985-12-06,Right-hand bat,Left-arm fast-medium,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,26,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17219,501234,64,DPMD Jayawardene,1977-05-27,Right-hand bat,Right-arm medium,Sri Lanka,Captain,Kochi Tuskers Kerala,Deccan Chargers,2011,0,34,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17220,501234,77,S Sreesanth,1983-02-06,Right-hand bat,Right-arm fast-medium,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,28,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17221,501234,81,R Vinay Kumar,1984-02-12,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,27,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17222,501234,104,BJ Hodge,1974-12-29,Right-hand bat,Right-arm offbreak,Australia,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,37,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17223,501234,237,KM Jadhav,1985-03-26,Right-hand bat,Right-arm offbreak,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,26,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17224,501234,259,RV Gomez,1985-10-16,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,26,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17225,501234,280,NLTC Perera,1989-04-03,Left-hand bat,Right-arm medium-fast,Sri Lanka,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,0,22,0,,,DPMD Jayawardene,KC Sangakkara,PA Patel,KC Sangakkara
17226,501235,25,JR Hopes,1978-10-24,Right-hand bat,Right-arm medium,Australia,Player,Delhi Daredevils,Kolkata Knight Riders,2011,0,33,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
17227,501235,29,IK Pathan,1984-10-27,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,0,27,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
17228,501235,41,V Sehwag,1978-10-20,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Kolkata Knight Riders,2011,0,33,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
17229,501235,54,Y Venugopal Rao,1982-02-26,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,0,29,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
17230,501235,82,AB Agarkar,1977-12-04,Right-hand bat,Right-arm fast,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,0,34,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
17231,501235,183,NV Ojha,1983-07-20,Right-hand bat,NULL,India,Keeper,Delhi Daredevils,Kolkata Knight Riders,2011,0,28,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
17232,501235,187,DA Warner,1986-10-27,Left-hand bat,Legbreak,Australia,Player,Delhi Daredevils,Kolkata Knight Riders,2011,0,25,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
17233,501235,190,M Morkel,1984-10-06,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Kolkata Knight Riders,2011,0,27,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
17234,501235,199,Y Nagar,1990-01-06,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,0,21,0,,,V Sehwag,G Gambhir,NV Ojha,SP Goswami
